source_dataset,split,image_id,class_name,image_member,label_member,gt_member,selector_score,source_text_reference,target_language,target_translation_reference,annotator_1,annotator_2,notes,finalization_source
ICDAR MLT-2019,held_out_from_train,tr_img_08619,Bangla,TrainImages/TrainImages/tr_img_08619.jpg,,TrainGT/TrainGT/tr_img_08619.txt,91.6139,জেরক্স করা,en,Photocopying,agreement_auto_accept,,জেরক্স,agreed_two_pass
ICDAR MLT-2019,held_out_from_train,tr_img_08359,Bangla,TrainImages/TrainImages/tr_img_08359.jpg,,TrainGT/TrainGT/tr_img_08359.txt,90.9471,বিপ্লব,en,Biplob,majority_vote_accept,,বিপ্লব,agreed_two_of_three
ICDAR MLT-2019,held_out_from_train,tr_img_08339,Bangla,TrainImages/TrainImages/tr_img_08339.jpg,,TrainGT/TrainGT/tr_img_08339.txt,90.7346,বিবেকানন্দ,en,Vivekananda,agreement_auto_accept,,বিবেকানন্দ,agreed_two_pass
ICDAR MLT-2019,held_out_from_train,tr_img_08402,Bangla,TrainImages/TrainImages/tr_img_08402.jpg,,TrainGT/TrainGT/tr_img_08402.txt,90.5395,নিরালা,en,Secluded,majority_vote_accept,,নিরালা,agreed_two_of_three
ICDAR MLT-2019,held_out_from_train,tr_img_08785,Bangla,TrainImages/TrainImages/tr_img_08785.jpg,,TrainGT/TrainGT/tr_img_08785.txt,90.2695,পান্তউ,en,Pantau,majority_vote_accept,,পান্তউ,agreed_two_of_three
ICDAR MLT-2019,held_out_from_train,tr_img_08208,Bangla,TrainImages/TrainImages/tr_img_08208.jpg,,TrainGT/TrainGT/tr_img_08208.txt,90.1727,বেলঘরিয়া,en,Belgharia,agreement_auto_accept,,বেলঘরিয়া,agreed_two_pass
ICDAR MLT-2019,held_out_from_train,tr_img_08998,Bangla,TrainImages/TrainImages/tr_img_08998.jpg,,TrainGT/TrainGT/tr_img_08998.txt,89.7843,সুমার্ট,en,Sumart,majority_vote_accept,,সুমার্ট,agreed_two_of_three
ICDAR MLT-2019,held_out_from_train,tr_img_08886,Bangla,TrainImages/TrainImages/tr_img_08886.jpg,,TrainGT/TrainGT/tr_img_08886.txt,89.4529,জনপ্রিয় বস্ত্রালয়,en,Popular Clothing Store,agreement_auto_accept,,জনপ্রিয়,agreed_two_pass
ICDAR MLT-2019,held_out_from_train,tr_img_08995,Bangla,TrainImages/TrainImages/tr_img_08995.jpg,,TrainGT/TrainGT/tr_img_08995.txt,89.0773,পৌরসভা বিরাটি,en,Birati Municipality,agreement_auto_accept,,পৌরসভা,agreed_two_pass
ICDAR MLT-2019,held_out_from_train,tr_img_08116,Bangla,TrainImages/TrainImages/tr_img_08116.jpg,,TrainGT/TrainGT/tr_img_08116.txt,88.9018,কমলা,en,Orange,agreement_auto_accept,,কমলা,agreed_two_pass
ICDAR MLT-2019,held_out_from_train,tr_img_08213,Bangla,TrainImages/TrainImages/tr_img_08213.jpg,,TrainGT/TrainGT/tr_img_08213.txt,88.8214,বই,en,Book,agreement_auto_accept,,বই,agreed_two_pass
ICDAR MLT-2019,held_out_from_train,tr_img_08144,Bangla,TrainImages/TrainImages/tr_img_08144.jpg,,TrainGT/TrainGT/tr_img_08144.txt,88.7513,বিধাননগর চলো,en,Let's go to Bidhannagar,majority_vote_accept,,চলো,agreed_two_of_three
ICDAR MLT-2019,held_out_from_train,tr_img_08525,Bangla,TrainImages/TrainImages/tr_img_08525.jpg,,TrainGT/TrainGT/tr_img_08525.txt,88.5475,ফার্ণিচার,en,Furniture,agreement_auto_accept,,ফার্ণিচার,agreed_two_pass
ICDAR MLT-2019,held_out_from_train,tr_img_09285,Hindi,TrainImages/TrainImages/tr_img_09285.jpg,,TrainGT/TrainGT/tr_img_09285.txt,96.847,पाम,en,Palm,agreement_auto_accept,,पाम,agreed_two_pass
ICDAR MLT-2019,held_out_from_train,tr_img_09277,Hindi,TrainImages/TrainImages/tr_img_09277.jpg,,TrainGT/TrainGT/tr_img_09277.txt,96.6005,अमूल,en,Amul,agreement_auto_accept,,अमूल,agreed_two_pass
ICDAR MLT-2019,held_out_from_train,tr_img_09359,Hindi,TrainImages/TrainImages/tr_img_09359.jpg,,TrainGT/TrainGT/tr_img_09359.txt,96.5317,वेणू,en,Venu,agreement_auto_accept,,वेणू,agreed_two_pass
ICDAR MLT-2019,held_out_from_train,tr_img_09913,Hindi,TrainImages/TrainImages/tr_img_09913.jpg,,TrainGT/TrainGT/tr_img_09913.txt,96.2804,औषधे,en,Medicines,agreement_auto_accept,,औषधे,agreed_two_pass
ICDAR MLT-2019,held_out_from_train,tr_img_09832,Hindi,TrainImages/TrainImages/tr_img_09832.jpg,,TrainGT/TrainGT/tr_img_09832.txt,96.0697,बिमोड,en,Bimod,majority_vote_accept,,बिमोड,agreed_two_of_three
ICDAR MLT-2019,held_out_from_train,tr_img_09496,Hindi,TrainImages/TrainImages/tr_img_09496.jpg,,TrainGT/TrainGT/tr_img_09496.txt,95.9501,मनाली,en,Manali,agreement_auto_accept,,मनाली,agreed_two_pass
ICDAR MLT-2019,held_out_from_train,tr_img_09485,Hindi,TrainImages/TrainImages/tr_img_09485.jpg,,TrainGT/TrainGT/tr_img_09485.txt,95.9239,बेकरी,en,Bakery,agreement_auto_accept,,बेकरी,agreed_two_pass
ICDAR MLT-2019,held_out_from_train,tr_img_09158,Hindi,TrainImages/TrainImages/tr_img_09158.jpg,,TrainGT/TrainGT/tr_img_09158.txt,95.9159,औषधे,en,Medicines,agreement_auto_accept,,औषधे,agreed_two_pass
ICDAR MLT-2019,held_out_from_train,tr_img_09167,Hindi,TrainImages/TrainImages/tr_img_09167.jpg,,TrainGT/TrainGT/tr_img_09167.txt,95.876,अमूल,en,Amul,agreement_auto_accept,,अमूल,agreed_two_pass
ICDAR MLT-2019,held_out_from_train,tr_img_09415,Hindi,TrainImages/TrainImages/tr_img_09415.jpg,,TrainGT/TrainGT/tr_img_09415.txt,95.8664,शालीन,en,Shalin,majority_vote_accept,,शालीन,agreed_two_of_three
ICDAR MLT-2019,held_out_from_train,tr_img_09416,Hindi,TrainImages/TrainImages/tr_img_09416.jpg,,TrainGT/TrainGT/tr_img_09416.txt,95.8315,राजगड,en,Rajgad,agreement_auto_accept,,राजगड,agreed_two_pass
ICDAR MLT-2019,held_out_from_train,tr_img_09870,Hindi,TrainImages/TrainImages/tr_img_09870.jpg,,TrainGT/TrainGT/tr_img_09870.txt,95.6785,समतोल,en,Balanced,majority_vote_accept,,समतोल,agreed_two_of_three
ICDAR MLT-2019,held_out_from_train,tr_img_09226,Hindi,TrainImages/TrainImages/tr_img_09226.jpg,,TrainGT/TrainGT/tr_img_09226.txt,95.4993,कासट,en,Kast,majority_vote_accept,,कासट,agreed_two_of_three
ICDAR MLT-2019,held_out_from_train,tr_img_09714,Hindi,TrainImages/TrainImages/tr_img_09714.jpg,,TrainGT/TrainGT/tr_img_09714.txt,95.311,अरिहंत,en,Arihant,agreement_auto_accept,,अरिहंत,agreed_two_pass
ICDAR MLT-2019,held_out_from_train,tr_img_09536,Hindi,TrainImages/TrainImages/tr_img_09536.jpg,,TrainGT/TrainGT/tr_img_09536.txt,95.2397,रमेश,en,Ramesh,agreement_auto_accept,,रमेश,agreed_two_pass
ICDAR MLT-2019,held_out_from_train,tr_img_09727,Hindi,TrainImages/TrainImages/tr_img_09727.jpg,,TrainGT/TrainGT/tr_img_09727.txt,95.1753,नटराज,en,Nataraj,agreement_auto_accept,,नटराज,agreed_two_pass
ICDAR MLT-2019,held_out_from_train,tr_img_09011,Hindi,TrainImages/TrainImages/tr_img_09011.jpg,,TrainGT/TrainGT/tr_img_09011.txt,95.164,सुनिता,en,Sunita,agreement_auto_accept,,सुनिता,agreed_two_pass
ICDAR MLT-2019,held_out_from_train,tr_img_09512,Hindi,TrainImages/TrainImages/tr_img_09512.jpg,,TrainGT/TrainGT/tr_img_09512.txt,95.0851,शिवम,en,Shivam,agreement_auto_accept,,शिवम,agreed_two_pass
ICDAR MLT-2019,held_out_from_train,tr_img_09522,Hindi,TrainImages/TrainImages/tr_img_09522.jpg,,TrainGT/TrainGT/tr_img_09522.txt,95.0642,रायगड,en,Raigad,agreement_auto_accept,,रायगड,agreed_two_pass
ICDAR MLT-2019,held_out_from_train,tr_img_09075,Hindi,TrainImages/TrainImages/tr_img_09075.jpg,,TrainGT/TrainGT/tr_img_09075.txt,94.9945,शाल,en,Shawl,agreement_auto_accept,,शाल,agreed_two_pass
ReCTS,val,train_ReCTS_019652,text,rects_yolo_obb_dataset/images/val/train_ReCTS_019652.jpg,rects_yolo_obb_dataset/labels/val/train_ReCTS_019652.txt,gt/train_ReCTS_019652.json,97.3759,陈五味,en,Chen Wuwei,majority_vote_accept,,陈五味,agreed_two_of_three
ReCTS,val,train_ReCTS_019510,text,rects_yolo_obb_dataset/images/val/train_ReCTS_019510.jpg,rects_yolo_obb_dataset/labels/val/train_ReCTS_019510.txt,gt/train_ReCTS_019510.json,96.8801,夜火烤吧,en,Night Fire BBQ Bar,assistant_manual_review,,夜火烤吧,assistant_manual_resolution
ReCTS,val,train_ReCTS_018101,text,rects_yolo_obb_dataset/images/val/train_ReCTS_018101.jpg,rects_yolo_obb_dataset/labels/val/train_ReCTS_018101.txt,gt/train_ReCTS_018101.json,96.5619,陈厨小馆,en,Chef Chen's Bistro,majority_vote_accept,,陈厨小馆,agreed_two_of_three
ReCTS,val,train_ReCTS_018483,text,rects_yolo_obb_dataset/images/val/train_ReCTS_018483.jpg,rects_yolo_obb_dataset/labels/val/train_ReCTS_018483.txt,gt/train_ReCTS_018483.json,96.2872,木子米粉,en,Muzi Rice Noodles,agreement_auto_accept,,木子米粉,agreed_two_pass
ReCTS,val,train_ReCTS_018092,text,rects_yolo_obb_dataset/images/val/train_ReCTS_018092.jpg,rects_yolo_obb_dataset/labels/val/train_ReCTS_018092.txt,gt/train_ReCTS_018092.json,96.2362,魚兒大碗面,en,Yu'er Big Bowl Noodles,majority_vote_accept,,魚兒大碗面,agreed_two_of_three
ReCTS,val,train_ReCTS_019587,text,rects_yolo_obb_dataset/images/val/train_ReCTS_019587.jpg,rects_yolo_obb_dataset/labels/val/train_ReCTS_019587.txt,gt/train_ReCTS_019587.json,96.2345,一碗好粉,en,A Bowl of Good Noodles,agreement_auto_accept,,一碗好粉,agreed_two_pass
ReCTS,val,train_ReCTS_019003,text,rects_yolo_obb_dataset/images/val/train_ReCTS_019003.jpg,rects_yolo_obb_dataset/labels/val/train_ReCTS_019003.txt,gt/train_ReCTS_019003.json,96.2206,壹號冰室,en,No. 1 Ice Room,agreement_auto_accept,,壹號冰室,agreed_two_pass
ReCTS,val,train_ReCTS_018127,text,rects_yolo_obb_dataset/images/val/train_ReCTS_018127.jpg,rects_yolo_obb_dataset/labels/val/train_ReCTS_018127.txt,gt/train_ReCTS_018127.json,96.0995,牛丸面,en,Beef Ball Noodles,agreement_auto_accept,,牛丸面,agreed_two_pass
ReCTS,val,train_ReCTS_019875,text,rects_yolo_obb_dataset/images/val/train_ReCTS_019875.jpg,rects_yolo_obb_dataset/labels/val/train_ReCTS_019875.txt,gt/train_ReCTS_019875.json,96.0861,青田寿司,en,Qingtian Sushi,agreement_auto_accept,,青田寿司,agreed_two_pass
ReCTS,val,train_ReCTS_019535,text,rects_yolo_obb_dataset/images/val/train_ReCTS_019535.jpg,rects_yolo_obb_dataset/labels/val/train_ReCTS_019535.txt,gt/train_ReCTS_019535.json,96.0362,REALM,en,REALM,agreement_auto_accept,,REALM,agreed_two_pass
ReCTS,val,train_ReCTS_018099,text,rects_yolo_obb_dataset/images/val/train_ReCTS_018099.jpg,rects_yolo_obb_dataset/labels/val/train_ReCTS_018099.txt,gt/train_ReCTS_018099.json,95.9401,大家烧豆腐,en,Dajia Braised Tofu,agreement_auto_accept,,大家烧豆腐,agreed_two_pass
ReCTS,val,train_ReCTS_019194,text,rects_yolo_obb_dataset/images/val/train_ReCTS_019194.jpg,rects_yolo_obb_dataset/labels/val/train_ReCTS_019194.txt,gt/train_ReCTS_019194.json,95.8748,九禾烧烤,en,Jiuhe Barbecue,agreement_auto_accept,,九禾烧烤,agreed_two_pass
ReCTS,val,train_ReCTS_019927,text,rects_yolo_obb_dataset/images/val/train_ReCTS_019927.jpg,rects_yolo_obb_dataset/labels/val/train_ReCTS_019927.txt,gt/train_ReCTS_019927.json,95.8601,泡面小食堂,en,Instant Noodle Cafeteria,agreement_auto_accept,,泡面小食堂,agreed_two_pass
ReCTS,val,train_ReCTS_019581,text,rects_yolo_obb_dataset/images/val/train_ReCTS_019581.jpg,rects_yolo_obb_dataset/labels/val/train_ReCTS_019581.txt,gt/train_ReCTS_019581.json,95.8577,大众小吃,en,Popular Snacks,majority_vote_accept,,大众小吃,agreed_two_of_three
ReCTS,val,train_ReCTS_018262,text,rects_yolo_obb_dataset/images/val/train_ReCTS_018262.jpg,rects_yolo_obb_dataset/labels/val/train_ReCTS_018262.txt,gt/train_ReCTS_018262.json,95.8445,大远饭店,en,Dayuan Restaurant,agreement_auto_accept,,大远饭店,agreed_two_pass
ReCTS,val,train_ReCTS_019701,text,rects_yolo_obb_dataset/images/val/train_ReCTS_019701.jpg,rects_yolo_obb_dataset/labels/val/train_ReCTS_019701.txt,gt/train_ReCTS_019701.json,95.8207,胖哥凉皮,en,Fat Brother Liangpi,majority_vote_accept,,胖哥凉皮,agreed_two_of_three
ReCTS,val,train_ReCTS_019145,text,rects_yolo_obb_dataset/images/val/train_ReCTS_019145.jpg,rects_yolo_obb_dataset/labels/val/train_ReCTS_019145.txt,gt/train_ReCTS_019145.json,95.8029,酸萝卜乌鱼,en,Sour Pickled Radish Black Fish,agreement_auto_accept,,酸萝卜乌鱼,agreed_two_pass
ReCTS,val,train_ReCTS_019850,text,rects_yolo_obb_dataset/images/val/train_ReCTS_019850.jpg,rects_yolo_obb_dataset/labels/val/train_ReCTS_019850.txt,gt/train_ReCTS_019850.json,95.6889,川妹子活鱼馆,en,Chuan Meizi Live Fish Restaurant,agreement_auto_accept,,川妹子活鱼馆,agreed_two_pass
ReCTS,val,train_ReCTS_019279,text,rects_yolo_obb_dataset/images/val/train_ReCTS_019279.jpg,rects_yolo_obb_dataset/labels/val/train_ReCTS_019279.txt,gt/train_ReCTS_019279.json,95.602,郭记栗王,en,Guo's Chestnut King,majority_vote_accept,,郭记栗王,agreed_two_of_three
ReCTS,val,train_ReCTS_019704,text,rects_yolo_obb_dataset/images/val/train_ReCTS_019704.jpg,rects_yolo_obb_dataset/labels/val/train_ReCTS_019704.txt,gt/train_ReCTS_019704.json,95.5479,肉的主题,en,Meat Theme,agreement_auto_accept,,肉的主题,agreed_two_pass
